resume_id,job_id,job_title,company,ai_match_percentage,total_job_skills,matched_skill_count,skill_match_percentage,matched_skills,skill_gaps,skill_gap_count
22,4,,CCL Advisors,45.44,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
22,1,,Calipers Consulting Private Limited,43.75,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
22,43,,Mintifi Finserve Private Limited,42.37,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
22,3,,Modtraa Design And Creation Incorporation,40.24,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
22,5,,SREEDHARA ENTERPRISES,38.52,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
22,39,,KnowledgeWorks Global Limited,37.28,1,1,100.0,english r,english proficiency spoken english proficiency written,1
22,38,,Urban Company Ltd.,36.82,2,1,50.0,english r,"english proficiency written, ms-excel",2
22,37,,Urban Company,35.69,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
22,12,,Belstar MicroFinance Limited,35.38,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
22,17,,SpotOnMedia,35.28,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
23,4,,CCL Advisors,33.75,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
23,2,,Gruhatara Estates,30.4,2,1,50.0,market research r,"market researchmarketing strategies, negotiationdigital marketing",2
23,3,,Modtraa Design And Creation Incorporation,29.37,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
23,1,,Calipers Consulting Private Limited,29.28,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
23,38,,Urban Company Ltd.,27.67,2,1,50.0,english r,"english proficiency written, ms-excel",2
23,5,,SREEDHARA ENTERPRISES,27.1,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
23,37,,Urban Company,25.97,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
23,39,,KnowledgeWorks Global Limited,25.38,1,1,100.0,english r,english proficiency spoken english proficiency written,1
23,43,,Mintifi Finserve Private Limited,25.1,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
23,49,,Cloudnine Hospital,24.36,2,1,50.0,english r,"english proficiency written canvapivot tablevlookup, ms-excel",2
24,4,,CCL Advisors,54.78,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
24,1,,Calipers Consulting Private Limited,50.1,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
24,5,,SREEDHARA ENTERPRISES,46.33,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
24,43,,Mintifi Finserve Private Limited,45.35,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
24,37,,Urban Company,44.23,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
24,38,,Urban Company Ltd.,43.84,2,1,50.0,english r,"english proficiency written, ms-excel",2
24,39,,KnowledgeWorks Global Limited,42.44,1,1,100.0,english r,english proficiency spoken english proficiency written,1
24,3,,Modtraa Design And Creation Incorporation,39.13,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
24,48,,Zucol Group Of Companies,36.65,1,1,100.0,english r,creative writingenglish proficiency spoken english proficiency written network protocols,1
24,29,,GlobalStep Services Private Limited,36.43,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
25,1,,Calipers Consulting Private Limited,58.26,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
25,39,,KnowledgeWorks Global Limited,52.78,1,1,100.0,english r,english proficiency spoken english proficiency written,1
25,43,,Mintifi Finserve Private Limited,49.98,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
25,37,,Urban Company,49.02,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
25,3,,Modtraa Design And Creation Incorporation,48.2,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
25,17,,SpotOnMedia,47.83,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
25,24,,SpotOnMedia,47.83,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
25,4,,CCL Advisors,46.47,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
25,9,,Internshala,46.04,1,1,100.0,communication english r,negotiationproblem solvingenglish proficiency spoken saleseffective communication,1
25,10,,Internshala,46.04,1,1,100.0,communication english r,negotiationproblem solvingenglish proficiency spoken saleseffective communication,1
26,4,,CCL Advisors,54.84,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
26,5,,SREEDHARA ENTERPRISES,54.44,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
26,43,,Mintifi Finserve Private Limited,50.7,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
26,1,,Calipers Consulting Private Limited,49.93,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
26,38,,Urban Company Ltd.,49.5,2,1,50.0,english r,"english proficiency written, ms-excel",2
26,37,,Urban Company,48.18,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
26,39,,KnowledgeWorks Global Limited,46.72,1,1,100.0,english r,english proficiency spoken english proficiency written,1
26,3,,Modtraa Design And Creation Incorporation,43.01,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
26,12,,Belstar MicroFinance Limited,42.39,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
26,44,,Starcrest Services Pvt. Ltd.,42.03,1,1,100.0,r,ms-officerecruitment,1
27,37,,Urban Company,57.69,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
27,39,,KnowledgeWorks Global Limited,56.62,1,1,100.0,english r,english proficiency spoken english proficiency written,1
27,43,,Mintifi Finserve Private Limited,55.13,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
27,38,,Urban Company Ltd.,53.57,2,1,50.0,english r,"english proficiency written, ms-excel",2
27,3,,Modtraa Design And Creation Incorporation,52.85,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
27,4,,CCL Advisors,52.73,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
27,5,,SREEDHARA ENTERPRISES,52.56,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
27,1,,Calipers Consulting Private Limited,51.18,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
27,47,,Scaler,50.76,1,1,100.0,communication english hindi r,english proficiency spoken hindi proficiency spoken effective communication,1
27,48,,Zucol Group Of Companies,48.25,1,1,100.0,english r,creative writingenglish proficiency spoken english proficiency written network protocols,1
28,4,,CCL Advisors,59.68,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
28,1,,Calipers Consulting Private Limited,50.49,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
28,43,,Mintifi Finserve Private Limited,50.33,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
28,5,,SREEDHARA ENTERPRISES,47.15,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
28,29,,GlobalStep Services Private Limited,44.31,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
28,44,,Starcrest Services Pvt. Ltd.,43.34,1,1,100.0,r,ms-officerecruitment,1
28,38,,Urban Company Ltd.,42.9,2,1,50.0,english r,"english proficiency written, ms-excel",2
28,3,,Modtraa Design And Creation Incorporation,42.11,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
28,37,,Urban Company,41.02,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
28,39,,KnowledgeWorks Global Limited,40.42,1,1,100.0,english r,english proficiency spoken english proficiency written,1
29,4,,CCL Advisors,50.24,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
29,1,,Calipers Consulting Private Limited,47.16,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
29,9,,Internshala,46.19,1,1,100.0,communication english r,negotiationproblem solvingenglish proficiency spoken saleseffective communication,1
29,10,,Internshala,46.19,1,1,100.0,communication english r,negotiationproblem solvingenglish proficiency spoken saleseffective communication,1
29,3,,Modtraa Design And Creation Incorporation,42.96,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
29,43,,Mintifi Finserve Private Limited,42.71,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
29,39,,KnowledgeWorks Global Limited,41.83,1,1,100.0,english r,english proficiency spoken english proficiency written,1
29,48,,Zucol Group Of Companies,38.12,1,1,100.0,english r,creative writingenglish proficiency spoken english proficiency written network protocols,1
29,5,,SREEDHARA ENTERPRISES,38.08,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
29,26,,Imarticus Learning,36.71,1,1,100.0,design thinking r,content writingms-wordms-powerpointstoryboardingms-excelcontent managementdesign thinking+3 more,1
30,4,,CCL Advisors,48.26,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
30,39,,KnowledgeWorks Global Limited,46.76,1,1,100.0,english r,english proficiency spoken english proficiency written,1
30,43,,Mintifi Finserve Private Limited,45.67,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
30,1,,Calipers Consulting Private Limited,44.88,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
30,37,,Urban Company,44.59,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
30,38,,Urban Company Ltd.,43.88,2,1,50.0,english r,"english proficiency written, ms-excel",2
30,3,,Modtraa Design And Creation Incorporation,43.28,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
30,5,,SREEDHARA ENTERPRISES,40.87,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
30,44,,Starcrest Services Pvt. Ltd.,38.6,1,1,100.0,r,ms-officerecruitment,1
30,49,,Cloudnine Hospital,37.58,2,1,50.0,english r,"english proficiency written canvapivot tablevlookup, ms-excel",2
31,1,,Calipers Consulting Private Limited,60.51,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
31,43,,Mintifi Finserve Private Limited,60.34,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
31,5,,SREEDHARA ENTERPRISES,57.91,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
31,37,,Urban Company,55.86,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
31,29,,GlobalStep Services Private Limited,51.39,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
