resume_id,job_id,job_title,company,location,resume_category,similarity_score,match_percentage,matched_skills,original_job_skills
17,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.5089,50.89,english; r,English Proficiency (Spoken)English Proficiency (Written)
17,12,,Belstar MicroFinance Limited,Chennai,,0.5042,50.42,accounting; plan; r,AccountingFinancial planningFinancial Reporting
17,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4797,47.97,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
18,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4161,41.61,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
18,43,,Mintifi Finserve Private Limited,Mumbai,,0.4107,41.07,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
18,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4096,40.96,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
18,29,,GlobalStep Services Private Limited,Pune,,0.3977,39.77,r,RecruitmentResume screeningInterview Coordination
18,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3749,37.49,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
18,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.367,36.7,english; r,English Proficiency (Spoken)English Proficiency (Written)
18,37,,Urban Company,Bangalore,,0.3664,36.64,english; r,"MS-Excel, English Proficiency (Spoken)"
18,6,,Godrej Capital,"Ahmedabad, Mehsana, Pune, Gandhidham, Vapi, Ahmednagar, Vadodara, Mumbai, Nashik",,0.3453,34.53,communication; r,MS-OfficeMS-PowerPointMS-ExcelEffective Communication
18,4,,CCL Advisors,Mumbai,,0.3423,34.23,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
18,8,,YES Italy Edutech Pvt. Ltd.,"Delhi, Mumbai",,0.3225,32.25,english; r,Lead GenerationSales ManagementEnglish Proficiency (Spoken)Sales
19,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.6238,62.38,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
19,43,,Mintifi Finserve Private Limited,Mumbai,,0.5985,59.85,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
19,5,,SREEDHARA ENTERPRISES,Bangalore,,0.5848,58.48,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
19,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.5547,55.47,english; r,English Proficiency (Spoken)English Proficiency (Written)
19,37,,Urban Company,Bangalore,,0.5291,52.91,english; r,"MS-Excel, English Proficiency (Spoken)"
19,17,,SpotOnMedia,Work from home,,0.5082,50.82,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
19,24,,SpotOnMedia,Work from home,,0.5082,50.82,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
19,7,,Leafoberryy,Mumbai,,0.4976,49.76,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
19,38,,Urban Company Ltd.,Bangalore,,0.4807,48.07,english; r,"MS-Excel, English Proficiency (Written)"
19,26,,Imarticus Learning,"Mumbai, Noida",,0.4774,47.74,design thinking; r,Content WritingMS-WordMS-PowerPointStoryboardingMS-ExcelContent ManagementDesign Thinking+3 more
20,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.5243,52.43,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
20,43,,Mintifi Finserve Private Limited,Mumbai,,0.4956,49.56,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
20,5,,SREEDHARA ENTERPRISES,Bangalore,,0.473,47.3,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
20,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4652,46.52,english; r,English Proficiency (Spoken)English Proficiency (Written)
20,37,,Urban Company,Bangalore,,0.4457,44.57,english; r,"MS-Excel, English Proficiency (Spoken)"
20,17,,SpotOnMedia,Work from home,,0.4447,44.47,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
20,24,,SpotOnMedia,Work from home,,0.4447,44.47,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
20,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4122,41.22,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
20,40,,RMSI Private Limited,Hyderabad,,0.4012,40.12,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
20,26,,Imarticus Learning,"Mumbai, Noida",,0.4008,40.08,design thinking; r,Content WritingMS-WordMS-PowerPointStoryboardingMS-ExcelContent ManagementDesign Thinking+3 more
21,4,,CCL Advisors,Mumbai,,0.445,44.5,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
21,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4423,44.23,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
21,43,,Mintifi Finserve Private Limited,Mumbai,,0.4422,44.22,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
21,9,,Internshala,Gurgaon,,0.4327,43.27,communication; english; r,NegotiationProblem SolvingEnglish Proficiency (Spoken)SalesEffective Communication
21,10,,Internshala,Gurgaon,,0.4327,43.27,communication; english; r,NegotiationProblem SolvingEnglish Proficiency (Spoken)SalesEffective Communication
21,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4295,42.95,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
21,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4241,42.41,english; r,English Proficiency (Spoken)English Proficiency (Written)
21,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4123,41.23,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
21,2,,Gruhatara Estates,Bangalore,,0.4063,40.63,market research; r,"NegotiationDigital Marketing, Market researchMarketing Strategies"
21,45,,Lishanth Enterprises,"Narasaraopet, Anakapalle, Macherla, Prathipadu, Bapatla, Chirala, Gajuwaka Part",,0.3852,38.52,r,Client Relationship Management (CRM)CoordinationSales ManagementClient RelationshipNegotiationsCustomer AcquisitionSales Strategy
22,4,,CCL Advisors,Mumbai,,0.4544,45.44,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
22,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4375,43.75,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
22,43,,Mintifi Finserve Private Limited,Mumbai,,0.4237,42.37,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
22,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4024,40.24,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
22,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3852,38.52,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
22,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3728,37.28,english; r,English Proficiency (Spoken)English Proficiency (Written)
22,38,,Urban Company Ltd.,Bangalore,,0.3682,36.82,english; r,"MS-Excel, English Proficiency (Written)"
22,37,,Urban Company,Bangalore,,0.3569,35.69,english; r,"MS-Excel, English Proficiency (Spoken)"
22,12,,Belstar MicroFinance Limited,Chennai,,0.3538,35.38,accounting; plan; r,AccountingFinancial planningFinancial Reporting
22,17,,SpotOnMedia,Work from home,,0.3528,35.28,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
23,4,,CCL Advisors,Mumbai,,0.3375,33.75,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
23,2,,Gruhatara Estates,Bangalore,,0.304,30.4,market research; r,"NegotiationDigital Marketing, Market researchMarketing Strategies"
23,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.2937,29.37,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
23,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.2928,29.28,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
23,38,,Urban Company Ltd.,Bangalore,,0.2767,27.67,english; r,"MS-Excel, English Proficiency (Written)"
23,5,,SREEDHARA ENTERPRISES,Bangalore,,0.271,27.1,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
23,37,,Urban Company,Bangalore,,0.2597,25.97,english; r,"MS-Excel, English Proficiency (Spoken)"
23,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.2538,25.38,english; r,English Proficiency (Spoken)English Proficiency (Written)
23,43,,Mintifi Finserve Private Limited,Mumbai,,0.251,25.1,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
23,49,,Cloudnine Hospital,Bangalore,,0.2436,24.36,english; r,"MS-Excel, English Proficiency (Written)CanvaPivot TableVLOOKUP"
24,4,,CCL Advisors,Mumbai,,0.5478,54.78,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
24,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.501,50.1,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
24,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4633,46.33,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
24,43,,Mintifi Finserve Private Limited,Mumbai,,0.4535,45.35,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
24,37,,Urban Company,Bangalore,,0.4423,44.23,english; r,"MS-Excel, English Proficiency (Spoken)"
24,38,,Urban Company Ltd.,Bangalore,,0.4384,43.84,english; r,"MS-Excel, English Proficiency (Written)"
24,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4244,42.44,english; r,English Proficiency (Spoken)English Proficiency (Written)
24,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3913,39.13,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
24,48,,Zucol Group Of Companies,Pune,,0.3665,36.65,english; r,Creative WritingEnglish Proficiency (Spoken)English Proficiency (Written)Network protocols
24,29,,GlobalStep Services Private Limited,Pune,,0.3643,36.43,r,RecruitmentResume screeningInterview Coordination
25,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.5826,58.26,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
25,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.5278,52.78,english; r,English Proficiency (Spoken)English Proficiency (Written)
25,43,,Mintifi Finserve Private Limited,Mumbai,,0.4998,49.98,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
25,37,,Urban Company,Bangalore,,0.4902,49.02,english; r,"MS-Excel, English Proficiency (Spoken)"
25,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.482,48.2,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
25,17,,SpotOnMedia,Work from home,,0.4783,47.83,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
25,24,,SpotOnMedia,Work from home,,0.4783,47.83,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
25,4,,CCL Advisors,Mumbai,,0.4647,46.47,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
25,9,,Internshala,Gurgaon,,0.4604,46.04,communication; english; r,NegotiationProblem SolvingEnglish Proficiency (Spoken)SalesEffective Communication
25,10,,Internshala,Gurgaon,,0.4604,46.04,communication; english; r,NegotiationProblem SolvingEnglish Proficiency (Spoken)SalesEffective Communication
26,4,,CCL Advisors,Mumbai,,0.5484,54.84,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
26,5,,SREEDHARA ENTERPRISES,Bangalore,,0.5444,54.44,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
26,43,,Mintifi Finserve Private Limited,Mumbai,,0.507,50.7,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
26,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4993,49.93,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
26,38,,Urban Company Ltd.,Bangalore,,0.495,49.5,english; r,"MS-Excel, English Proficiency (Written)"
26,37,,Urban Company,Bangalore,,0.4818,48.18,english; r,"MS-Excel, English Proficiency (Spoken)"
26,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4672,46.72,english; r,English Proficiency (Spoken)English Proficiency (Written)
26,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4301,43.01,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
26,12,,Belstar MicroFinance Limited,Chennai,,0.4239,42.39,accounting; plan; r,AccountingFinancial planningFinancial Reporting
26,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.4203,42.03,r,MS-OfficeRecruitment
27,37,,Urban Company,Bangalore,,0.5769,57.69,english; r,"MS-Excel, English Proficiency (Spoken)"
27,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.5662,56.62,english; r,English Proficiency (Spoken)English Proficiency (Written)
27,43,,Mintifi Finserve Private Limited,Mumbai,,0.5513,55.13,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
27,38,,Urban Company Ltd.,Bangalore,,0.5357,53.57,english; r,"MS-Excel, English Proficiency (Written)"
27,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.5285,52.85,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
27,4,,CCL Advisors,Mumbai,,0.5273,52.73,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
27,5,,SREEDHARA ENTERPRISES,Bangalore,,0.5256,52.56,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
27,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.5118,51.18,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
27,47,,Scaler,Bangalore,,0.5076,50.76,communication; english; hindi; r,English Proficiency (Spoken)Hindi Proficiency (Spoken)Effective Communication
27,48,,Zucol Group Of Companies,Pune,,0.4825,48.25,english; r,Creative WritingEnglish Proficiency (Spoken)English Proficiency (Written)Network protocols
28,4,,CCL Advisors,Mumbai,,0.5968,59.68,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
28,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.5049,50.49,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
28,43,,Mintifi Finserve Private Limited,Mumbai,,0.5033,50.33,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
28,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4715,47.15,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
28,29,,GlobalStep Services Private Limited,Pune,,0.4431,44.31,r,RecruitmentResume screeningInterview Coordination
28,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.4334,43.34,r,MS-OfficeRecruitment
28,38,,Urban Company Ltd.,Bangalore,,0.429,42.9,english; r,"MS-Excel, English Proficiency (Written)"
28,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4211,42.11,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
